book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,NonEnglish
1720,7664334,7664334,10261814,35,1416990658,9781416990660.0,Morgan Matson,2010.0,,Amy & Roger's Epic Detour,eng,4.05,65273,71650,7453,1337,3224,13719,25917,27453,https://images.gr-assets.com/books/1327989202m/7664334.jpg,https://images.gr-assets.com/books/1327989202s/7664334.jpg,0
1730,16278318,16278318,22378124,37,804137250,9780804137260.0,Ernest Cline,2015.0,Armada,Armada,en-GB,3.49,49958,59061,9359,2306,7355,18961,20175,10264,https://images.gr-assets.com/books/1377284428m/16278318.jpg,https://images.gr-assets.com/books/1377284428s/16278318.jpg,0
1736,27833670,27833670,43161998,57,1101904224,9781101904220.0,Blake Crouch,2016.0,Dark Matter,Dark Matter,eng,4.11,63814,80738,12710,741,2798,13607,33493,30099,https://images.gr-assets.com/books/1472119680m/27833670.jpg,https://images.gr-assets.com/books/1472119680s/27833670.jpg,0
1737,23174274,23174274,42720997,65,62310666,9780062310670.0,Victoria Aveyard,2016.0,Glass Sword,"Glass Sword (Red Queen, #2)",eng,3.95,78405,88428,11596,1971,5390,18465,32212,30390,https://images.gr-assets.com/books/1436460934m/23174274.jpg,https://images.gr-assets.com/books/1436460934s/23174274.jpg,0
1740,23899174,23899174,43446313,33,1101875046,9781101875050.0,Judy Blume,2015.0,In the Unlikely Event,In the Unlikely Event,eng,3.51,40885,49802,6087,1668,5122,16721,18677,7614,https://images.gr-assets.com/books/1421711380m/23899174.jpg,https://images.gr-assets.com/books/1421711380s/23899174.jpg,0
1786,26245850,26245850,42901355,51,1455561789,9781455561780.0,Noah Hawley,2016.0,Before the Fall,Before the Fall,eng,3.76,48807,63003,8059,902,3812,17207,28449,12633,https://images.gr-assets.com/books/1462515889m/26245850.jpg,https://images.gr-assets.com/books/1462515889s/26245850.jpg,0
1792,18749,18749,1651408,96,1400044162,9781400044160.0,Chimamanda Ngozi Adichie,2006.0,Half of a Yellow Sun,Half of a Yellow Sun,eng,4.28,46716,57021,5296,344,1175,6626,23036,25840,https://images.gr-assets.com/books/1327934717m/18749.jpg,https://images.gr-assets.com/books/1327934717s/18749.jpg,0
1794,23209927,23209927,42753039,39,385523238,9780385523230.0,Sara Gruen,2015.0,At the Water's Edge,At the Water's Edge,eng,3.65,44956,54207,7018,1306,4467,16578,21648,10208,https://images.gr-assets.com/books/1412194706m/23209927.jpg,https://images.gr-assets.com/books/1412194706s/23209927.jpg,0
1804,1466455,1466455,2172728,42,60586133,9780060586130.0,Liane Moriarty,2003.0,Three Wishes,Three Wishes,en-US,3.76,40569,56511,4126,576,2847,17447,24125,11516,https://images.gr-assets.com/books/1183888822m/1466455.jpg,https://images.gr-assets.com/books/1183888822s/1466455.jpg,0
1808,18966806,18966806,26984941,42,345539842,9780345539850.0,Pierce Brown,2016.0,Morning Star,"Morning Star (Red Rising, #3)",eng,4.5,47736,61499,6398,266,782,4880,17692,37879,https://images.gr-assets.com/books/1461354277m/18966806.jpg,https://images.gr-assets.com/books/1461354277s/18966806.jpg,0
1810,23848559,23848559,43075476,38,1250077001,9781250077000.0,Jenny  Lawson,2015.0,Furiously Happy,Furiously Happy: A Funny Book About Horrible Things,eng,3.93,59743,67556,8498,2513,4499,13107,22580,24857,https://images.gr-assets.com/books/1429101901m/23848559.jpg,https://images.gr-assets.com/books/1429101901s/23848559.jpg,0
1819,1282954,1282954,1271984,32,60890681,9780060890680.0,Liane Moriarty,2006.0,The Last Anniversary,The Last Anniversary,eng,3.72,35325,53186,3819,657,3144,16975,22127,10283,https://images.gr-assets.com/books/1482971434m/1282954.jpg,https://images.gr-assets.com/books/1482971434s/1282954.jpg,0
1834,23751850,23751850,17031353,37,425260933,9780425260940.0,Liane Moriarty,2011.0,The Hypnotist's Love Story,The Hypnotist's Love Story,en-CA,3.69,34107,56255,4525,630,3646,18306,23562,10111,https://images.gr-assets.com/books/1418234545m/23751850.jpg,https://images.gr-assets.com/books/1418234545s/23751850.jpg,0
1866,18641982,18641982,26440459,33,1594631573,9781594631570.0,Emma Straub,2014.0,The Vacationers,The Vacationers,,3.14,44074,50048,5343,2473,8691,21871,13282,3731,https://images.gr-assets.com/books/1386629708m/18641982.jpg,https://images.gr-assets.com/books/1386629708s/18641982.jpg,0
1912,18467802,18467802,26127419,46,802122558,9780802122550.0,Lily King,2014.0,Euphoria,Euphoria,eng,3.84,41606,48628,5516,883,2696,11817,21056,12176,https://images.gr-assets.com/books/1418788366m/18467802.jpg,https://images.gr-assets.com/books/1418788366s/18467802.jpg,0
1947,22744701,22341263,41739579,25,,,Robert Dugoni,2014.0,My Sister's Grave,My Sister's Grave (Tracy Crosswhite #1),eng,4.0,31029,54934,3527,845,2245,11216,22579,18049,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1948,24120519,24120519,43712653,71,159474758X,9781594747590.0,Ransom Riggs,2015.0,Library of Souls,"Library of Souls (Miss Peregrine's Peculiar Children, #3)",eng,4.15,58435,69660,7936,507,2285,11892,26480,28496,https://images.gr-assets.com/books/1472783347m/24120519.jpg,https://images.gr-assets.com/books/1472783347s/24120519.jpg,0
1952,15724396,15724396,21400019,58,1423160916,9781423160920.0,Rick Riordan,2015.0,The Sword of Summer,"The Sword of Summer (Magnus Chase and the Gods of Asgard, #1)",eng,4.26,78157,86588,8632,1560,2450,11297,27788,43493,https://images.gr-assets.com/books/1434701340m/15724396.jpg,https://images.gr-assets.com/books/1434701340s/15724396.jpg,0
2003,23995231,23995231,43446210,42,345534182,9780345534190.0,Paula McLain,2015.0,Circling the Sun,Circling the Sun,eng,3.93,37839,48775,5918,784,2279,10501,21395,13816,https://images.gr-assets.com/books/1426531608m/23995231.jpg,https://images.gr-assets.com/books/1426531608s/23995231.jpg,0
2004,5306,5306,1024827,123,142000701,9780142000700.0,John Steinbeck,1962.0,Travels with Charley: In Search of America,Travels with Charley: In Search of America,eng,4.07,45856,51951,3737,664,1971,9843,20207,19266,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2058,23604559,23604559,25003015,71,1501115065,9781501115070.0,"Fredrik Backman, Henning Koch",2013.0,Min mormor hälsar och säger förlåt,My Grandmother Asked Me to Tell You She's Sorry,eng,4.02,49291,64396,9989,1361,3431,11866,23320,24418,https://images.gr-assets.com/books/1461904020m/23604559.jpg,https://images.gr-assets.com/books/1461904020s/23604559.jpg,0
2060,13588356,13588356,19175758,44,1592407331,9781592407330.0,Brené Brown,2012.0,"Daring Greatly : How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead","Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",,4.24,49636,55151,4612,861,1814,7428,18252,26796,https://images.gr-assets.com/books/1337110319m/13588356.jpg,https://images.gr-assets.com/books/1337110319s/13588356.jpg,0
2080,24453082,24453082,44044797,65,1594634718,9781594634710.0,Elizabeth Gilbert,2015.0,Big Magic: Creative Living Beyond Fear,Big Magic: Creative Living Beyond Fear,eng,3.9,67046,72361,6219,3003,4868,15539,22251,26700,https://images.gr-assets.com/books/1451446242m/24453082.jpg,https://images.gr-assets.com/books/1451446242s/24453082.jpg,0
2087,5190,5190,1070015,37,345435168,9780345435160.0,Elizabeth Berg,2000.0,Open House,Open House,eng,3.68,48639,49330,1417,714,3699,16410,18155,10352,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2162,7907803,7907803,11176080,29,446573647,9780446573640.0,Steve Martin,2010.0,,An Object of Beauty,en-US,3.58,42488,43765,2840,2252,4559,13195,13142,10617,https://images.gr-assets.com/books/1289520035m/7907803.jpg,https://images.gr-assets.com/books/1289520035s/7907803.jpg,0
2167,28260587,28260587,25272004,26,1619636077,9781619636070.0,Sarah J. Maas,2016.0,Empire of Storms,"Empire of Storms (Throne of Glass, #5)",eng,4.58,63322,74241,11495,717,1192,4416,15635,52281,https://images.gr-assets.com/books/1463107108m/28260587.jpg,https://images.gr-assets.com/books/1463107108s/28260587.jpg,0
2169,26025580,26025580,45948939,35,804188971,9780804188980.0,Gillian Flynn,2014.0,What Do You Do?,The Grownup,eng,3.54,42536,54592,7275,1609,5423,18717,19533,9310,https://images.gr-assets.com/books/1441679582m/26025580.jpg,https://images.gr-assets.com/books/1441679582s/26025580.jpg,0
2173,16141924,16141924,21973739,16,385349068,9780385349060.0,Jim Gaffigan,2013.0,Dad Is Fat,Dad Is Fat,,3.76,40489,46767,6014,827,3199,13535,17973,11233,https://images.gr-assets.com/books/1354052742m/16141924.jpg,https://images.gr-assets.com/books/1354052742s/16141924.jpg,0
2175,16130,16130,1205304,6,143034758,9780143034760.0,Ron Chernow,2004.0,Alexander Hamilton,Alexander Hamilton,eng,4.26,46198,51554,4162,1034,1503,6338,17059,25620,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2179,26074181,26074181,42492659,20,62392174,9780062392180.0,Kiera Cass,2016.0,The Crown,"The Crown (The Selection, #5)",eng,3.8,64158,72531,9632,1953,6304,18648,22933,22693,https://images.gr-assets.com/books/1446759650m/26074181.jpg,https://images.gr-assets.com/books/1446759650s/26074181.jpg,0
2194,25494343,25494343,19104294,64,1442468351,9781442468350.0,Cassandra Clare,2016.0,Lady Midnight,"Lady Midnight (The Dark Artifices, #1)",eng,4.47,84711,93259,12298,1511,1870,7629,22675,59574,https://images.gr-assets.com/books/1460477682m/25494343.jpg,https://images.gr-assets.com/books/1460477682s/25494343.jpg,0
2216,28815474,28815474,48284103,59,735221081,9780735221090.0,Shari Lapena,2016.0,The Couple Next Door,The Couple Next Door,eng,3.74,63237,81542,8555,1833,6160,23022,30820,19707,https://images.gr-assets.com/books/1471502242m/28815474.jpg,https://images.gr-assets.com/books/1471502242s/28815474.jpg,0
2221,20758175,20758175,40090621,20,1616149981,9781616149990.0,Allen Eskens,2014.0,The Life We Bury,The Life We Bury,,3.93,35689,47968,5564,503,1971,10660,21902,12932,https://images.gr-assets.com/books/1437077793m/20758175.jpg,https://images.gr-assets.com/books/1437077793s/20758175.jpg,0
2243,25837341,25837341,44628209,14,,,A.J. Banner,2015.0,,The Good Neighbor,eng,3.33,37604,38986,2898,1973,6264,13559,11439,5751,https://images.gr-assets.com/books/1465938498m/25837341.jpg,https://images.gr-assets.com/books/1465938498s/25837341.jpg,0
2249,25387351,25387351,45137948,66,385539436,9780385539430.0,John Grisham,2015.0,,Rogue Lawyer,,3.7,29156,46574,4701,1217,3622,13569,17736,10430,https://images.gr-assets.com/books/1434559021m/25387351.jpg,https://images.gr-assets.com/books/1434559021s/25387351.jpg,0
2254,22489107,22489107,41928590,27,1250060559,9781250060560.0,Marissa Meyer,2015.0,Fairest,"Fairest (The Lunar Chronicles, #3.5)",eng,4.02,59545,65495,10066,502,2399,13714,27395,21485,https://images.gr-assets.com/books/1460846345m/22489107.jpg,https://images.gr-assets.com/books/1460846345s/22489107.jpg,0
2273,29981261,29981261,47426931,21,,,Dot Hutchison,2016.0,The Butterfly Garden,The Butterfly Garden (The Collector #1),eng,4.07,53568,56042,5415,1260,2670,9453,20290,22369,https://images.gr-assets.com/books/1461392121m/29981261.jpg,https://images.gr-assets.com/books/1461392121s/29981261.jpg,0
2307,25852870,25852870,26428236,32,1400068320,9781400068330.0,Curtis Sittenfeld,2016.0,Eligible,"Eligible: A Modern Retelling of Pride and Prejudice (The Austen Project, #4)",eng,3.63,37189,48112,7714,1687,4181,13563,19683,8998,https://images.gr-assets.com/books/1460477855m/25852870.jpg,https://images.gr-assets.com/books/1460477855s/25852870.jpg,0
2327,21343,21343,22516,67,787960756,9780787960760.0,Patrick Lencioni,2002.0,The Five Dysfunctions of a Team,The Five Dysfunctions of a Team: A Leadership Fable,eng,4.01,40239,43176,2106,835,1908,8766,16139,15528,https://images.gr-assets.com/books/1400841022m/21343.jpg,https://images.gr-assets.com/books/1400841022s/21343.jpg,0
2331,25111004,25111004,40214925,25,1501110349,9781501110340.0,Colleen Hoover,2015.0,November 9,November 9,en-US,4.41,53321,59828,10670,853,1617,5629,15492,36237,https://images.gr-assets.com/books/1447138036m/25111004.jpg,https://images.gr-assets.com/books/1447138036s/25111004.jpg,0
2332,29639736,29639736,46247179,15,,,Kerry Lonsdale,2016.0,Everything We Keep,"Everything We Keep (Everything We Keep, #1)",eng,3.84,69018,69567,3734,2693,5079,15682,23180,22933,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2335,29405093,29405093,48759154,30,1501139886,9781501139890.0,Amy Schumer,2016.0,The Girl with the Lower Back Tattoo,The Girl with the Lower Back Tattoo,eng,3.76,47809,54101,5840,1288,3467,14704,21986,12656,https://images.gr-assets.com/books/1462657819m/29405093.jpg,https://images.gr-assets.com/books/1462657819s/29405093.jpg,0
2348,22319275,10000191,14895180,16,,,Laila Ibrahim,2010.0,,Yellow Crocus,en-US,4.24,20554,39910,3915,412,1033,5188,15040,18237,https://images.gr-assets.com/books/1406315601m/22319275.jpg,https://images.gr-assets.com/books/1406315601s/22319275.jpg,0
2360,23125266,23125266,42673812,64,751554154,9780751554150.0,Clare Mackintosh,2016.0,I Let You Go,I Let You Go,en-GB,4.09,39990,53710,7154,587,1796,8957,23119,19251,https://images.gr-assets.com/books/1429875945m/23125266.jpg,https://images.gr-assets.com/books/1429875945s/23125266.jpg,0
2411,21484,21484,1936731,61,316952664,9780316952670.0,Herman Wouk,1971.0,The Winds of War,"The Winds of War (The Henry Family, #1)",en-US,4.36,41940,43439,1181,240,738,5055,14396,23010,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2422,25526965,25526965,45313982,55,1501129740,9781501129740.0,Stephen King,2016.0,End of Watch,"End of Watch (Bill Hodges Trilogy, #3)",eng,4.09,33780,45355,5113,331,1462,8173,19057,16332,https://images.gr-assets.com/books/1468705472m/25526965.jpg,https://images.gr-assets.com/books/1468705472s/25526965.jpg,0
2530,25734248,25734248,45424866,68,1101990260,9781101990260.0,Fiona Barton,2016.0,The Widow,The Widow,eng,3.49,36504,48265,5692,1257,4915,17948,17226,6919,https://images.gr-assets.com/books/1449178687m/25734248.jpg,https://images.gr-assets.com/books/1449178687s/25734248.jpg,0
2535,17465515,17465515,26129550,67,1609451341,9781609451350.0,"Elena Ferrante, Ann Goldstein",2012.0,Storia del nuovo cognome,The Story of a New Name (The Neapolitan Novels #2),eng,4.37,33395,43753,3822,207,632,4162,16700,22052,https://images.gr-assets.com/books/1501012849m/17465515.jpg,https://images.gr-assets.com/books/1501012849s/17465515.jpg,0
2551,19286669,19286669,27334868,23,1250010713,9781250010710.0,Diane Chamberlain,2014.0,The Silent Sister,"The Silent Sister (Riley MacPherson, #1)",eng,3.93,31741,41004,4201,439,1683,9336,18384,11162,https://images.gr-assets.com/books/1406526579m/19286669.jpg,https://images.gr-assets.com/books/1406526579s/19286669.jpg,0
2557,525488,944267,55483783,60,310247454,9780310247460.0,"Henry Cloud, John Townsend",1992.0,Boundaries,"Boundaries: When to Say Yes, How to Say No to Take Control of Your Life",en-US,4.19,19619,34413,1632,594,1297,5445,10837,16240,https://images.gr-assets.com/books/1406403521m/525488.jpg,https://images.gr-assets.com/books/1406403521s/525488.jpg,0
2580,24820165,24820165,44460981,58,1455520616,9781455520620.0,Nicholas Sparks,2015.0,See Me,See Me,eng,3.93,31774,40830,3841,784,2412,9314,14890,13430,https://images.gr-assets.com/books/1439564033m/24820165.jpg,https://images.gr-assets.com/books/1439564033s/24820165.jpg,0
2613,22738563,22738563,42278179,49,,,Chimamanda Ngozi Adichie,2014.0,We Should All Be Feminists,We Should All Be Feminists,eng,4.47,46048,58660,7218,349,769,4862,17453,35227,https://images.gr-assets.com/books/1430821222m/22738563.jpg,https://images.gr-assets.com/books/1430821222s/22738563.jpg,0
2617,21936809,21936809,41240456,55,62267523,9780062267530.0,Peter  Swanson,2015.0,The Kind Worth Killing,The Kind Worth Killing,eng,4.03,35225,43845,5526,503,1567,8049,19937,13789,https://images.gr-assets.com/books/1417981750m/21936809.jpg,https://images.gr-assets.com/books/1417981750s/21936809.jpg,0
2634,20727654,20727654,40051132,20,1477823832,9781477823840.0,Charlie N. Holmberg,2014.0,The Paper Magician,"The Paper Magician (The Paper Magician Trilogy, #1)",eng,3.63,25934,41333,4844,1057,4070,12691,14867,8648,https://images.gr-assets.com/books/1405618531m/20727654.jpg,https://images.gr-assets.com/books/1405618531s/20727654.jpg,0
2637,89724,89724,847007,79,143039970,9780143039980.0,"Shirley Jackson, Jonathan Lethem",1962.0,We Have Always Lived in the Castle,We Have Always Lived in the Castle,eng,4.05,43602,51375,6521,630,2274,9697,20283,18491,https://images.gr-assets.com/books/1415357189m/89724.jpg,https://images.gr-assets.com/books/1415357189s/89724.jpg,0
2663,23278537,23278537,42866547,7,553418777,9780553418770.0,"Nina George, Simon Pare",2013.0,Das Lavendelzimmer,The Little Paris Bookshop,eng,3.51,34383,44080,7292,2033,5745,13308,13863,9131,https://images.gr-assets.com/books/1412462018m/23278537.jpg,https://images.gr-assets.com/books/1412462018s/23278537.jpg,0
2672,23513349,23513349,43116473,27,1502784270,9781502784280.0,Rupi Kaur,2014.0,milk and honey,Milk and Honey,eng,4.27,73104,82204,10042,1693,3821,10197,21243,45250,https://images.gr-assets.com/books/1491595510m/23513349.jpg,https://images.gr-assets.com/books/1491595510s/23513349.jpg,0
2679,227593,227593,2060095,38,385721420,9780385721420.0,Julia Glass,2002.0,Three Junes,Three Junes,eng,3.56,35677,37045,2273,1049,3687,12450,13101,6758,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2690,27239265,27239265,45640572,15,,,Matthew FitzSimmons,2015.0,,"The Short Drop (Gibson Vaughn, #1)",eng,4.15,32641,33222,2229,397,994,5066,13486,13279,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2702,6114607,6114607,6292672,4,143116231,9780143116230.0,Jennifer Worth,2002.0,Call the midwife : a true story of the East End in the 1950s,"The Midwife: A Memoir of Birth, Joy, and Hard Times",en-US,4.17,19176,39141,5112,291,809,5844,17076,15121,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2717,23745132,23745132,42744285,1,,,Emily Bleeker,2015.0,,Wreckage,en-GB,3.66,25533,33818,2745,1030,3379,9583,11938,7888,https://images.gr-assets.com/books/1422826024m/23745132.jpg,https://images.gr-assets.com/books/1422826024s/23745132.jpg,0
2723,26109394,26109394,45536239,42,525955097,9780525955090.0,Harlan Coben,2016.0,Fool Me Once,Fool Me Once,eng,3.9,30788,45468,4096,913,2458,10459,18044,13594,https://images.gr-assets.com/books/1443190440m/26109394.jpg,https://images.gr-assets.com/books/1443190440s/26109394.jpg,0
2729,5932,5932,2103337,179,143039962,9780143039970.0,"Pablo Neruda, W.S. Merwin, Cristina García",1924.0,Veinte poemas de amor y una canción desesperada,Twenty Love Poems and a Song of Despair,eng,4.33,31606,37910,1505,520,1003,4472,11501,20414,https://images.gr-assets.com/books/1447622711m/5932.jpg,https://images.gr-assets.com/books/1447622711s/5932.jpg,0
2734,18053060,18053060,25337746,20,62280678,9780062280670.0,Danielle  Paige,2014.0,Dorothy Must Die,"Dorothy Must Die (Dorothy Must Die, #1)",eng,3.84,44785,49019,7881,1455,3568,11035,18176,14785,https://images.gr-assets.com/books/1381437107m/18053060.jpg,https://images.gr-assets.com/books/1381437107s/18053060.jpg,0
2743,19351043,19351043,27411330,22,,,Noelle Stevenson,2015.0,Nimona,Nimona,eng,4.2,44825,51980,6660,1830,1857,6056,16529,25708,https://images.gr-assets.com/books/1412626919m/19351043.jpg,https://images.gr-assets.com/books/1412626919s/19351043.jpg,0
2752,18505796,18505796,26365939,29,62265423,9780062265420.0,Dan   Harris,2014.0,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works","10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",eng,3.93,33969,39748,3485,1106,2034,7948,15912,12748,https://images.gr-assets.com/books/1451446393m/18505796.jpg,https://images.gr-assets.com/books/1451446393s/18505796.jpg,0
2765,821056,821056,1128612,83,842314296,9780842314300.0,Hannah Hurnard,1955.0,Hinds' Feet on High Places,Hinds' Feet on High Places,,4.3,33398,35312,933,590,1234,4784,9071,19633,https://images.gr-assets.com/books/1312284337m/821056.jpg,https://images.gr-assets.com/books/1312284337s/821056.jpg,0
2772,25893693,25893693,45775594,20,1101883073,9781101883080.0,Martha Hall Kelly,2016.0,Lilac Girls,Lilac Girls,eng,4.31,42421,55514,6679,562,1142,5877,21014,26919,https://images.gr-assets.com/books/1462850258m/25893693.jpg,https://images.gr-assets.com/books/1462850258s/25893693.jpg,0
2788,22609391,22609391,42099162,30,1476728747,9781476728740.0,David McCullough,2015.0,The Wright Brothers,The Wright Brothers,eng,4.16,35786,41469,4425,984,1232,5673,15914,17666,https://images.gr-assets.com/books/1430942575m/22609391.jpg,https://images.gr-assets.com/books/1430942575s/22609391.jpg,0
2792,16065004,16065004,21855448,25,765378558,9780765378550.0,Brandon Sanderson,2015.0,Shadows of Self,"Shadows of Self (Mistborn, #5)",eng,4.3,32170,40479,2804,85,469,4687,17295,17943,https://images.gr-assets.com/books/1435053013m/16065004.jpg,https://images.gr-assets.com/books/1435053013s/16065004.jpg,0
2813,20821614,20821614,39913517,45,1476785597,9781476785590.0,Caroline Kepnes,2014.0,You,"You (You, #1)",eng,3.83,36383,43868,7892,1561,3095,9358,16925,12929,https://images.gr-assets.com/books/1411958102m/20821614.jpg,https://images.gr-assets.com/books/1411958102s/20821614.jpg,0
2818,20821284,20821284,39959105,17,399252517,9780399252520.0,Jacqueline Woodson,2014.0,Brown Girl Dreaming,Brown Girl Dreaming,eng,4.11,33779,37633,5349,1732,1625,4992,11824,17460,https://images.gr-assets.com/books/1424308405m/20821284.jpg,https://images.gr-assets.com/books/1424308405s/20821284.jpg,0
2829,18635113,18635113,24946905,66,62309668,9780062309660.0,Emma Healey,2014.0,Elizabeth Is Missing,Elizabeth Is Missing,eng,3.7,26931,38225,5096,939,3055,10623,15355,8253,https://images.gr-assets.com/books/1388883559m/18635113.jpg,https://images.gr-assets.com/books/1388883559s/18635113.jpg,0
2872,17286747,17286747,23845712,25,1250010691,9781250010700.0,Diane Chamberlain,2013.0,Necessary Lies,"Necessary Lies (Necessary Lies, #1)",eng,4.21,32761,37189,3992,398,816,4805,15590,15580,https://images.gr-assets.com/books/1362226103m/17286747.jpg,https://images.gr-assets.com/books/1362226103s/17286747.jpg,0
2906,21412202,21412202,27029851,1,1476764026,9781476764020.0,"Cary Elwes, Joe Layden, Various, Rob Reiner",2014.0,As You Wish: Inconceivable Tales from the Making of The Princess Bride,As You Wish: Inconceivable Tales from the Making of The Princess Bride,eng,4.08,31886,34379,6019,811,1143,5803,13229,13393,https://images.gr-assets.com/books/1418103917m/21412202.jpg,https://images.gr-assets.com/books/1418103917s/21412202.jpg,0
2915,18498558,18498558,26186624,49,62259652,9780062259650.0,Josh Malerman,2014.0,Bird Box,Bird Box,eng,3.98,31735,40619,6471,718,2042,7826,16827,13206,https://images.gr-assets.com/books/1383949470m/18498558.jpg,https://images.gr-assets.com/books/1383949470s/18498558.jpg,0
2918,17802747,17802747,24904359,29,758278454,9780758278460.0,Ellen Marie Wiseman,2013.0,What She Left Behind,What She Left Behind,eng,3.86,22933,31350,3619,679,2176,7116,12361,9018,https://images.gr-assets.com/books/1373226871m/17802747.jpg,https://images.gr-assets.com/books/1373226871s/17802747.jpg,0
2921,395090,395090,1185316,67,60931728,9780060931730.0,Sylvia Plath,1965.0,Ariel,Ariel,eng,4.23,35566,38547,1072,626,1195,5497,12507,18722,https://images.gr-assets.com/books/1442258738m/395090.jpg,https://images.gr-assets.com/books/1442258738s/395090.jpg,0
2999,25152052,25152052,44854000,57,1501116975,9781501116970.0,"Isabel Allende, Nick Caistor, Amanda Hopkinson",2015.0,El amante japonés,The Japanese Lover,eng,3.8,23737,35347,4336,694,2294,9239,14388,8732,https://images.gr-assets.com/books/1501991754m/25152052.jpg,https://images.gr-assets.com/books/1501991754s/25152052.jpg,0
3012,23481669,23481669,43072491,10,,,Donna Mabry,2014.0,,Maude,,4.05,28316,28423,2357,537,1307,5140,10543,10896,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3043,17920175,17920175,25114804,38,1477808701,9781477808700.0,Blake Crouch,2013.0,Wayward,"Wayward (Wayward Pines, #2)",eng,4.12,19208,33543,2067,210,738,5608,15169,11818,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3101,269322,269322,11775,5,439224063,9780439224060.0,"Edgar Allan Poe, Philip Pullman",1845.0,The Raven and Other Poems,The Raven and other poems,en-US,4.3,34428,34591,288,301,786,4906,10922,17676,https://images.gr-assets.com/books/1297913274m/269322.jpg,https://images.gr-assets.com/books/1297913274s/269322.jpg,0
3103,22522808,22522808,41947380,40,62330268,9780062330260.0,Neil Gaiman,2015.0,Trigger Warning: Short Fictions and Disturbances,Trigger Warning: Short Fictions and Disturbances,eng,3.92,29215,36263,4380,743,1738,7795,15225,10762,https://images.gr-assets.com/books/1415036119m/22522808.jpg,https://images.gr-assets.com/books/1415036119s/22522808.jpg,0
3122,77295,77295,37467,75,394724550,9780394724550.0,Anne Morrow Lindbergh,1955.0,Gift from the Sea,Gift from the Sea,,4.18,30741,34056,3103,433,1446,5629,10767,15781,https://images.gr-assets.com/books/1328312670m/77295.jpg,https://images.gr-assets.com/books/1328312670s/77295.jpg,0
3130,24228353,24228353,42938354,9,,,Sejal Badani,2015.0,Trail of Broken Wings,Trail of Broken Wings,eng,3.94,25413,27597,2010,587,1536,5576,11113,8785,https://images.gr-assets.com/books/1427135077m/24228353.jpg,https://images.gr-assets.com/books/1427135077s/24228353.jpg,0
3173,22716194,22716194,42243412,24,147671777X,9781476717780.0,Lisa Genova,2015.0,Inside the O'Briens,Inside the O'Briens,eng,3.98,27221,31577,4531,318,1206,6518,14327,9208,https://images.gr-assets.com/books/1423486279m/22716194.jpg,https://images.gr-assets.com/books/1423486279s/22716194.jpg,0
